Dataset;Best Params;n_time_steps;MSE;RMSE;MAE;MAPE;sMAPE;Duration
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 125550, 'epsilon': 0.1, 'gamma': 1e-07, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);12;2758.238857744224;52.51893808660095;50.34487997402175;33.26806397536181;14.19;855.3890089988708
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 125550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);13;2786.1080984268992;52.78359686897909;51.00879928114463;33.35103499506653;14.24;995.0583891868591
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);14;2801.4233350604427;52.92847376469911;50.923970712464765;33.46457963192449;14.29;1085.982317686081
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);15;2803.9143213584944;52.952000163907826;50.75945055419183;33.45551098638784;14.29;1115.9822533130646
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);16;2803.3577766712583;52.9467447221381;51.21948740886886;33.43656076471206;14.28;1017.2013635635376
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);17;2797.952205089894;52.89567283899406;50.97934041479871;33.4811108762393;14.28;1173.2580711841583
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);18;2640.866512901046;51.38936186508883;36.722877686071854;26.99878082676725;12.74;1276.6711151599884
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);19;2640.24523621413;51.38331671091435;36.59885994521369;26.957979028150703;12.73;856.2461173534393
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-07, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);20;2613.4956206065954;51.12235930203726;36.55688740338574;26.977316805630487;12.71;882.5700600147247
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);21;2643.5693329224314;51.41565260620963;36.62777011841001;27.044837605331466;12.76;900.8604953289032
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);22;2611.917628135957;51.10692348533569;36.62870059210205;27.030550129245956;12.73;904.6532669067383
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.1, 'gamma': 1e-06, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);23;2648.1625457795126;51.46030067711918;36.32723689886092;27.03744363498218;12.76;950.1048541069031
IBM;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 125550, 'epsilon': 0.1, 'gamma': 1e-07, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);24;2642.188689663674;51.40222455948452;36.56159793476067;27.045837852526944;12.75;977.9920716285706
