Dataset;Best Params;n_time_steps;MSE;RMSE;MAE;MAPE;sMAPE;Duration
TSLA;STL(period=12)_ARIMA((1, 1, 1))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);12;13757.443613677751;117.29212937651764;62.8307625672044;26.59377309788712;16.1;269.3450119495392
TSLA;STL(period=12)_ARIMA((0, 1, 1))_SVR({'C': 12550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);13;19649.8141903848;140.17779492624643;76.24949105524544;31.645180949193026;20.25;383.30773520469666
TSLA;STL(period=12)_ARIMA((0, 1, 1))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);14;19348.7383930316;139.09974260591426;76.68311581592798;31.561291034183757;20.14;419.4626226425171
TSLA;STL(period=12)_ARIMA((1, 1, 1))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);15;13410.632958671564;115.80428730695407;63.09309356867243;26.10350593927479;15.76;367.4462904930115
TSLA;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);16;19470.774207650546;139.5377160757999;78.41118459472935;31.4809856620086;20.13;361.64490580558777
TSLA;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);17;13214.340678339902;114.95364578098383;64.57668658251745;26.42166490597094;15.84;302.99080204963684
TSLA;STL(period=12)_ARIMA((0, 1, 1))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);18;13231.913922509048;115.03005660482415;61.459149516445706;26.415198382959066;15.85;309.4381580352783
TSLA;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);19;13219.793622011448;114.97736134566425;60.471856840229236;26.427371637217707;15.82;322.1358633041382
TSLA;STL(period=12)_ARIMA((1, 1, 0))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);20;13855.365277998257;117.70881563416674;68.88347464296737;27.20559282443477;16.43;328.51688861846924
TSLA;STL(period=12)_ARIMA((1, 1, 0))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);21;12924.713161162015;113.68690848625454;60.22056315527662;25.841199658931497;15.46;335.1024160385132
TSLA;STL(period=12)_ARIMA((1, 1, 1))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);22;13607.359371042283;116.6505866725165;66.02102346415202;26.856328431550896;16.19;471.9492840766907
TSLA;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);23;18613.10156326954;136.42984117585692;74.91011480136164;30.900015670856757;19.6;319.00361585617065
TSLA;STL(period=12)_ARIMA((0, 1, 0))_SVR({'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'})_LSTM(LSTM(8,18,8)_epochs=200);24;13325.139919217916;115.43456986196949;63.3336098303468;26.297678429649533;15.83;361.052118062973
